Date,Area Name,Time of Day,Traffic Volume
2023-08-31,M.G. Road,Evening Peak (5pm-9pm),16191
2023-09-01,M.G. Road,Morning Peak (8am-11am),13637
2023-09-01,M.G. Road,Afternoon (12pm-4pm),9741
2023-09-01,M.G. Road,Evening Peak (5pm-9pm),15586
2023-09-02,M.G. Road,Morning Peak (8am-11am),13437
2023-09-02,M.G. Road,Afternoon (12pm-4pm),9598
2023-09-02,M.G. Road,Evening Peak (5pm-9pm),15357
2023-09-03,M.G. Road,Morning Peak (8am-11am),12819
2023-09-03,M.G. Road,Afternoon (12pm-4pm),9156
2023-09-03,M.G. Road,Evening Peak (5pm-9pm),14650
2023-09-03,M.G. Road,Morning Peak (8am-11am),13855
2023-09-03,M.G. Road,Afternoon (12pm-4pm),9896
2023-09-03,M.G. Road,Evening Peak (5pm-9pm),15834
2023-09-04,M.G. Road,Morning Peak (8am-11am),8475
2023-09-04,M.G. Road,Afternoon (12pm-4pm),6054
2023-09-04,M.G. Road,Evening Peak (5pm-9pm),9686
2023-09-04,M.G. Road,Morning Peak (8am-11am),5318
2023-09-04,M.G. Road,Afternoon (12pm-4pm),3799
2023-09-04,M.G. Road,Evening Peak (5pm-9pm),6078
2023-09-05,M.G. Road,Morning Peak (8am-11am),14461
2023-09-05,M.G. Road,Afternoon (12pm-4pm),10329
2023-09-05,M.G. Road,Evening Peak (5pm-9pm),16527
2023-09-05,M.G. Road,Morning Peak (8am-11am),12984
2023-09-05,M.G. Road,Afternoon (12pm-4pm),9274
2023-09-05,M.G. Road,Evening Peak (5pm-9pm),14839
2023-09-06,M.G. Road,Morning Peak (8am-11am),9206
2023-09-06,M.G. Road,Afternoon (12pm-4pm),6576
2023-09-06,M.G. Road,Evening Peak (5pm-9pm),10522
2023-09-08,M.G. Road,Morning Peak (8am-11am),14541
2023-09-08,M.G. Road,Afternoon (12pm-4pm),10387
2023-09-08,M.G. Road,Evening Peak (5pm-9pm),16619
2023-09-09,M.G. Road,Morning Peak (8am-11am),13587
2023-09-09,M.G. Road,Afternoon (12pm-4pm),9705
2023-09-09,M.G. Road,Evening Peak (5pm-9pm),15528
2023-09-10,M.G. Road,Morning Peak (8am-11am),9924
2023-09-10,M.G. Road,Afternoon (12pm-4pm),7089
2023-09-10,M.G. Road,Evening Peak (5pm-9pm),11342
2023-09-10,M.G. Road,Morning Peak (8am-11am),8696
2023-09-10,M.G. Road,Afternoon (12pm-4pm),6212
2023-09-10,M.G. Road,Evening Peak (5pm-9pm),9939
2023-09-11,M.G. Road,Morning Peak (8am-11am),13606
2023-09-11,M.G. Road,Afternoon (12pm-4pm),9719
2023-09-11,M.G. Road,Evening Peak (5pm-9pm),15550
2023-09-11,M.G. Road,Morning Peak (8am-11am),13936
2023-09-11,M.G. Road,Afternoon (12pm-4pm),9954
2023-09-11,M.G. Road,Evening Peak (5pm-9pm),15927
2023-09-12,M.G. Road,Morning Peak (8am-11am),12807
2023-09-12,M.G. Road,Afternoon (12pm-4pm),9148
2023-09-12,M.G. Road,Evening Peak (5pm-9pm),14637
2023-09-12,M.G. Road,Morning Peak (8am-11am),14758
2023-09-12,M.G. Road,Afternoon (12pm-4pm),10541
2023-09-12,M.G. Road,Evening Peak (5pm-9pm),16866
2023-09-13,M.G. Road,Morning Peak (8am-11am),8841
2023-09-13,M.G. Road,Afternoon (12pm-4pm),6315
2023-09-13,M.G. Road,Evening Peak (5pm-9pm),10104
2023-09-13,M.G. Road,Morning Peak (8am-11am),4497
2023-09-13,M.G. Road,Afternoon (12pm-4pm),3212
2023-09-13,M.G. Road,Evening Peak (5pm-9pm),5140
2023-09-14,M.G. Road,Morning Peak (8am-11am),8121
2023-09-14,M.G. Road,Afternoon (12pm-4pm),5801
2023-09-14,M.G. Road,Evening Peak (5pm-9pm),9282
2023-09-14,M.G. Road,Morning Peak (8am-11am),13416
2023-09-14,M.G. Road,Afternoon (12pm-4pm),9583
2023-09-14,M.G. Road,Evening Peak (5pm-9pm),15332
2023-09-16,M.G. Road,Morning Peak (8am-11am),14039
2023-09-16,M.G. Road,Afternoon (12pm-4pm),10028
2023-09-16,M.G. Road,Evening Peak (5pm-9pm),16045
2023-09-16,M.G. Road,Morning Peak (8am-11am),4148
2023-09-16,M.G. Road,Afternoon (12pm-4pm),2963
2023-09-16,M.G. Road,Evening Peak (5pm-9pm),4741
2023-09-17,M.G. Road,Morning Peak (8am-11am),10301
2023-09-17,M.G. Road,Afternoon (12pm-4pm),7358
2023-09-17,M.G. Road,Evening Peak (5pm-9pm),11773
2023-09-17,M.G. Road,Morning Peak (8am-11am),18669
2023-09-17,M.G. Road,Afternoon (12pm-4pm),13335
2023-09-17,M.G. Road,Evening Peak (5pm-9pm),21336
2023-09-18,M.G. Road,Morning Peak (8am-11am),13666
2023-09-18,M.G. Road,Afternoon (12pm-4pm),9761
2023-09-18,M.G. Road,Evening Peak (5pm-9pm),15618
2023-09-20,M.G. Road,Morning Peak (8am-11am),8708
2023-09-20,M.G. Road,Afternoon (12pm-4pm),6220
2023-09-20,M.G. Road,Evening Peak (5pm-9pm),9952
2023-09-20,M.G. Road,Morning Peak (8am-11am),8876
2023-09-20,M.G. Road,Afternoon (12pm-4pm),6340
2023-09-20,M.G. Road,Evening Peak (5pm-9pm),10144
2023-09-21,M.G. Road,Morning Peak (8am-11am),14380
2023-09-21,M.G. Road,Afternoon (12pm-4pm),10272
2023-09-21,M.G. Road,Evening Peak (5pm-9pm),16435
2023-09-21,M.G. Road,Morning Peak (8am-11am),15747
2023-09-21,M.G. Road,Afternoon (12pm-4pm),11248
2023-09-21,M.G. Road,Evening Peak (5pm-9pm),17997
2023-09-22,M.G. Road,Morning Peak (8am-11am),14199
2023-09-22,M.G. Road,Afternoon (12pm-4pm),10142
2023-09-22,M.G. Road,Evening Peak (5pm-9pm),16228
2023-09-23,M.G. Road,Morning Peak (8am-11am),11704
2023-09-23,M.G. Road,Afternoon (12pm-4pm),8360
2023-09-23,M.G. Road,Evening Peak (5pm-9pm),13376
2023-09-23,M.G. Road,Morning Peak (8am-11am),17832
2023-09-23,M.G. Road,Afternoon (12pm-4pm),12737
2023-09-23,M.G. Road,Evening Peak (5pm-9pm),20380
2023-09-24,M.G. Road,Morning Peak (8am-11am),14202
2023-09-24,M.G. Road,Afternoon (12pm-4pm),10144
2023-09-24,M.G. Road,Evening Peak (5pm-9pm),16231
2023-09-24,M.G. Road,Morning Peak (8am-11am),9022
2023-09-24,M.G. Road,Afternoon (12pm-4pm),6444
2023-09-24,M.G. Road,Evening Peak (5pm-9pm),10311
2023-09-25,M.G. Road,Morning Peak (8am-11am),13611
2023-09-25,M.G. Road,Afternoon (12pm-4pm),9722
2023-09-25,M.G. Road,Evening Peak (5pm-9pm),15556
2023-09-25,M.G. Road,Morning Peak (8am-11am),13832
2023-09-25,M.G. Road,Afternoon (12pm-4pm),9880
2023-09-25,M.G. Road,Evening Peak (5pm-9pm),15808
2023-09-26,M.G. Road,Morning Peak (8am-11am),4421
2023-09-26,M.G. Road,Afternoon (12pm-4pm),3158
2023-09-26,M.G. Road,Evening Peak (5pm-9pm),5052
2023-09-26,M.G. Road,Morning Peak (8am-11am),8656
2023-09-26,M.G. Road,Afternoon (12pm-4pm),6183
2023-09-26,M.G. Road,Evening Peak (5pm-9pm),9893
2023-09-27,M.G. Road,Morning Peak (8am-11am),15353
2023-09-27,M.G. Road,Afternoon (12pm-4pm),10966
2023-09-27,M.G. Road,Evening Peak (5pm-9pm),17546
2023-09-27,M.G. Road,Morning Peak (8am-11am),13765
2023-09-27,M.G. Road,Afternoon (12pm-4pm),9832
2023-09-27,M.G. Road,Evening Peak (5pm-9pm),15732
2023-09-28,M.G. Road,Morning Peak (8am-11am),13131
2023-09-28,M.G. Road,Afternoon (12pm-4pm),9379
2023-09-28,M.G. Road,Evening Peak (5pm-9pm),15007
2023-09-28,M.G. Road,Morning Peak (8am-11am),9528
2023-09-28,M.G. Road,Afternoon (12pm-4pm),6805
2023-09-28,M.G. Road,Evening Peak (5pm-9pm),10889
2023-09-29,M.G. Road,Morning Peak (8am-11am),13306
2023-09-29,M.G. Road,Afternoon (12pm-4pm),9504
2023-09-29,M.G. Road,Evening Peak (5pm-9pm),15207
2023-09-29,M.G. Road,Morning Peak (8am-11am),13006
2023-09-29,M.G. Road,Afternoon (12pm-4pm),9290
2023-09-29,M.G. Road,Evening Peak (5pm-9pm),14864
2023-09-30,M.G. Road,Morning Peak (8am-11am),18878
2023-09-30,M.G. Road,Afternoon (12pm-4pm),13484
2023-09-30,M.G. Road,Evening Peak (5pm-9pm),21575
2023-10-01,M.G. Road,Morning Peak (8am-11am),7586
2023-10-01,M.G. Road,Afternoon (12pm-4pm),5418
2023-10-01,M.G. Road,Evening Peak (5pm-9pm),8670
2023-10-01,M.G. Road,Morning Peak (8am-11am),13474
2023-10-01,M.G. Road,Afternoon (12pm-4pm),9624
2023-10-01,M.G. Road,Evening Peak (5pm-9pm),15399
2023-10-02,M.G. Road,Morning Peak (8am-11am),9275
2023-10-02,M.G. Road,Afternoon (12pm-4pm),6625
2023-10-02,M.G. Road,Evening Peak (5pm-9pm),10600
2023-10-03,M.G. Road,Morning Peak (8am-11am),15087
2023-10-03,M.G. Road,Afternoon (12pm-4pm),10777
2023-10-03,M.G. Road,Evening Peak (5pm-9pm),17243
2023-10-04,M.G. Road,Morning Peak (8am-11am),12062
2023-10-04,M.G. Road,Afternoon (12pm-4pm),8615
2023-10-04,M.G. Road,Evening Peak (5pm-9pm),13785
2023-10-04,M.G. Road,Morning Peak (8am-11am),18012
2023-10-04,M.G. Road,Afternoon (12pm-4pm),12866
2023-10-04,M.G. Road,Evening Peak (5pm-9pm),20585
2023-10-05,M.G. Road,Morning Peak (8am-11am),12100
2023-10-05,M.G. Road,Afternoon (12pm-4pm),8643
2023-10-05,M.G. Road,Evening Peak (5pm-9pm),13828
2023-10-05,M.G. Road,Morning Peak (8am-11am),14033
2023-10-05,M.G. Road,Afternoon (12pm-4pm),10023
2023-10-05,M.G. Road,Evening Peak (5pm-9pm),16038
2023-10-06,M.G. Road,Morning Peak (8am-11am),7820
2023-10-06,M.G. Road,Afternoon (12pm-4pm),5586
2023-10-06,M.G. Road,Evening Peak (5pm-9pm),8937
2023-10-06,M.G. Road,Morning Peak (8am-11am),15352
2023-10-06,M.G. Road,Afternoon (12pm-4pm),10965
2023-10-06,M.G. Road,Evening Peak (5pm-9pm),17545
2023-10-07,M.G. Road,Morning Peak (8am-11am),13802
2023-10-07,M.G. Road,Afternoon (12pm-4pm),9858
2023-10-07,M.G. Road,Evening Peak (5pm-9pm),15774
2023-10-07,M.G. Road,Morning Peak (8am-11am),9440
2023-10-07,M.G. Road,Afternoon (12pm-4pm),6743
2023-10-07,M.G. Road,Evening Peak (5pm-9pm),10788
2023-10-08,M.G. Road,Morning Peak (8am-11am),14313
2023-10-08,M.G. Road,Afternoon (12pm-4pm),10224
2023-10-08,M.G. Road,Evening Peak (5pm-9pm),16358
2023-10-08,M.G. Road,Morning Peak (8am-11am),16117
2023-10-08,M.G. Road,Afternoon (12pm-4pm),11512
2023-10-08,M.G. Road,Evening Peak (5pm-9pm),18419
2023-10-09,M.G. Road,Morning Peak (8am-11am),13150
2023-10-09,M.G. Road,Afternoon (12pm-4pm),9393
2023-10-09,M.G. Road,Evening Peak (5pm-9pm),15028
2023-10-09,M.G. Road,Morning Peak (8am-11am),11973
2023-10-09,M.G. Road,Afternoon (12pm-4pm),8552
2023-10-09,M.G. Road,Evening Peak (5pm-9pm),13683
2023-10-10,M.G. Road,Morning Peak (8am-11am),9110
2023-10-10,M.G. Road,Afternoon (12pm-4pm),6507
2023-10-10,M.G. Road,Evening Peak (5pm-9pm),10412
2023-10-12,M.G. Road,Morning Peak (8am-11am),10497
2023-10-12,M.G. Road,Afternoon (12pm-4pm),7498
2023-10-12,M.G. Road,Evening Peak (5pm-9pm),11997
2023-10-13,M.G. Road,Morning Peak (8am-11am),8961
2023-10-13,M.G. Road,Afternoon (12pm-4pm),6401
2023-10-13,M.G. Road,Evening Peak (5pm-9pm),10242
2023-10-13,M.G. Road,Morning Peak (8am-11am),7885
2023-10-13,M.G. Road,Afternoon (12pm-4pm),5632
2023-10-13,M.G. Road,Evening Peak (5pm-9pm),9011
2023-10-14,M.G. Road,Morning Peak (8am-11am),15005
2023-10-14,M.G. Road,Afternoon (12pm-4pm),10718
2023-10-14,M.G. Road,Evening Peak (5pm-9pm),17149
2023-10-15,M.G. Road,Morning Peak (8am-11am),4471
2023-10-15,M.G. Road,Afternoon (12pm-4pm),3194
2023-10-15,M.G. Road,Evening Peak (5pm-9pm),5110
2023-10-15,M.G. Road,Morning Peak (8am-11am),4867
2023-10-15,M.G. Road,Afternoon (12pm-4pm),3476
2023-10-15,M.G. Road,Evening Peak (5pm-9pm),5562
2023-10-16,M.G. Road,Morning Peak (8am-11am),4610
2023-10-16,M.G. Road,Afternoon (12pm-4pm),3293
2023-10-16,M.G. Road,Evening Peak (5pm-9pm),5269
2023-10-16,M.G. Road,Morning Peak (8am-11am),8390
2023-10-16,M.G. Road,Afternoon (12pm-4pm),5993
2023-10-16,M.G. Road,Evening Peak (5pm-9pm),9588
2023-10-17,M.G. Road,Morning Peak (8am-11am),15111
2023-10-17,M.G. Road,Afternoon (12pm-4pm),10793
2023-10-17,M.G. Road,Evening Peak (5pm-9pm),17270
2023-10-17,M.G. Road,Morning Peak (8am-11am),8938
2023-10-17,M.G. Road,Afternoon (12pm-4pm),6384
2023-10-17,M.G. Road,Evening Peak (5pm-9pm),10215
2023-10-18,M.G. Road,Morning Peak (8am-11am),4568
2023-10-18,M.G. Road,Afternoon (12pm-4pm),3263
2023-10-18,M.G. Road,Evening Peak (5pm-9pm),5221
2023-10-19,M.G. Road,Morning Peak (8am-11am),4571
2023-10-19,M.G. Road,Afternoon (12pm-4pm),3265
2023-10-19,M.G. Road,Evening Peak (5pm-9pm),5224
2023-10-19,M.G. Road,Morning Peak (8am-11am),16655
2023-10-19,M.G. Road,Afternoon (12pm-4pm),11896
2023-10-19,M.G. Road,Evening Peak (5pm-9pm),19034
2023-10-20,M.G. Road,Morning Peak (8am-11am),18507
2023-10-20,M.G. Road,Afternoon (12pm-4pm),13219
2023-10-20,M.G. Road,Evening Peak (5pm-9pm),21151
2023-10-21,M.G. Road,Morning Peak (8am-11am),8700
2023-10-21,M.G. Road,Afternoon (12pm-4pm),6214
2023-10-21,M.G. Road,Evening Peak (5pm-9pm),9943
2023-10-21,M.G. Road,Morning Peak (8am-11am),11573
2023-10-21,M.G. Road,Afternoon (12pm-4pm),8267
2023-10-21,M.G. Road,Evening Peak (5pm-9pm),13227
2023-10-22,M.G. Road,Morning Peak (8am-11am),4343
2023-10-22,M.G. Road,Afternoon (12pm-4pm),3102
2023-10-22,M.G. Road,Evening Peak (5pm-9pm),4964
2023-10-22,M.G. Road,Morning Peak (8am-11am),9783
2023-10-22,M.G. Road,Afternoon (12pm-4pm),6988
2023-10-22,M.G. Road,Evening Peak (5pm-9pm),11180
2023-10-23,M.G. Road,Morning Peak (8am-11am),17368
2023-10-23,M.G. Road,Afternoon (12pm-4pm),12405
2023-10-23,M.G. Road,Evening Peak (5pm-9pm),19849
2023-10-24,M.G. Road,Morning Peak (8am-11am),4770
2023-10-24,M.G. Road,Afternoon (12pm-4pm),3407
2023-10-24,M.G. Road,Evening Peak (5pm-9pm),5452
2023-10-24,M.G. Road,Morning Peak (8am-11am),8747
2023-10-24,M.G. Road,Afternoon (12pm-4pm),6248
2023-10-24,M.G. Road,Evening Peak (5pm-9pm),9997
2023-10-25,M.G. Road,Morning Peak (8am-11am),9313
2023-10-25,M.G. Road,Afternoon (12pm-4pm),6652
2023-10-25,M.G. Road,Evening Peak (5pm-9pm),10644
2023-10-25,M.G. Road,Morning Peak (8am-11am),9800
2023-10-25,M.G. Road,Afternoon (12pm-4pm),7000
2023-10-25,M.G. Road,Evening Peak (5pm-9pm),11200
2023-10-26,M.G. Road,Morning Peak (8am-11am),12399
2023-10-26,M.G. Road,Afternoon (12pm-4pm),8856
2023-10-26,M.G. Road,Evening Peak (5pm-9pm),14170
2023-10-26,M.G. Road,Morning Peak (8am-11am),17178
2023-10-26,M.G. Road,Afternoon (12pm-4pm),12270
2023-10-26,M.G. Road,Evening Peak (5pm-9pm),19632
2023-10-27,M.G. Road,Morning Peak (8am-11am),9634
2023-10-27,M.G. Road,Afternoon (12pm-4pm),6882
2023-10-27,M.G. Road,Evening Peak (5pm-9pm),11011
2023-10-27,M.G. Road,Morning Peak (8am-11am),8559
2023-10-27,M.G. Road,Afternoon (12pm-4pm),6113
2023-10-27,M.G. Road,Evening Peak (5pm-9pm),9782
2023-10-28,M.G. Road,Morning Peak (8am-11am),14279
2023-10-28,M.G. Road,Afternoon (12pm-4pm),10199
2023-10-28,M.G. Road,Evening Peak (5pm-9pm),16319
2023-10-28,M.G. Road,Morning Peak (8am-11am),13235
2023-10-28,M.G. Road,Afternoon (12pm-4pm),9453
2023-10-28,M.G. Road,Evening Peak (5pm-9pm),15126
2023-10-29,M.G. Road,Morning Peak (8am-11am),17283
2023-10-29,M.G. Road,Afternoon (12pm-4pm),12345
2023-10-29,M.G. Road,Evening Peak (5pm-9pm),19752
2023-10-29,M.G. Road,Morning Peak (8am-11am),11770
2023-10-29,M.G. Road,Afternoon (12pm-4pm),8407
2023-10-29,M.G. Road,Evening Peak (5pm-9pm),13452
2023-10-30,M.G. Road,Morning Peak (8am-11am),9940
2023-10-30,M.G. Road,Afternoon (12pm-4pm),7100
2023-10-30,M.G. Road,Evening Peak (5pm-9pm),11360
2023-10-31,M.G. Road,Morning Peak (8am-11am),19959
2023-10-31,M.G. Road,Afternoon (12pm-4pm),14256
2023-10-31,M.G. Road,Evening Peak (5pm-9pm),22810
2023-10-31,M.G. Road,Morning Peak (8am-11am),9268
2023-10-31,M.G. Road,Afternoon (12pm-4pm),6620
2023-10-31,M.G. Road,Evening Peak (5pm-9pm),10592
2023-11-02,M.G. Road,Morning Peak (8am-11am),12955
2023-11-02,M.G. Road,Afternoon (12pm-4pm),9254
2023-11-02,M.G. Road,Evening Peak (5pm-9pm),14806
2023-11-03,M.G. Road,Morning Peak (8am-11am),15181
2023-11-03,M.G. Road,Afternoon (12pm-4pm),10844
2023-11-03,M.G. Road,Evening Peak (5pm-9pm),17350
2023-11-03,M.G. Road,Morning Peak (8am-11am),8346
2023-11-03,M.G. Road,Afternoon (12pm-4pm),5962
2023-11-03,M.G. Road,Evening Peak (5pm-9pm),9539
2023-11-04,M.G. Road,Morning Peak (8am-11am),8436
2023-11-04,M.G. Road,Afternoon (12pm-4pm),6026
2023-11-04,M.G. Road,Evening Peak (5pm-9pm),9642
2023-11-05,M.G. Road,Morning Peak (8am-11am),12856
2023-11-05,M.G. Road,Afternoon (12pm-4pm),9183
2023-11-05,M.G. Road,Evening Peak (5pm-9pm),14692
2023-11-05,M.G. Road,Morning Peak (8am-11am),12482
2023-11-05,M.G. Road,Afternoon (12pm-4pm),8916
2023-11-05,M.G. Road,Evening Peak (5pm-9pm),14266
2023-11-06,M.G. Road,Morning Peak (8am-11am),13781
2023-11-06,M.G. Road,Afternoon (12pm-4pm),9844
2023-11-06,M.G. Road,Evening Peak (5pm-9pm),15750
2023-11-07,M.G. Road,Morning Peak (8am-11am),9366
2023-11-07,M.G. Road,Afternoon (12pm-4pm),6690
2023-11-07,M.G. Road,Evening Peak (5pm-9pm),10704
2023-11-07,M.G. Road,Morning Peak (8am-11am),12100
2023-11-07,M.G. Road,Afternoon (12pm-4pm),8643
2023-11-07,M.G. Road,Evening Peak (5pm-9pm),13828
2023-11-08,M.G. Road,Morning Peak (8am-11am),17924
2023-11-08,M.G. Road,Afternoon (12pm-4pm),12803
2023-11-08,M.G. Road,Evening Peak (5pm-9pm),20485
2023-11-08,M.G. Road,Morning Peak (8am-11am),19709
2023-11-08,M.G. Road,Afternoon (12pm-4pm),14078
2023-11-08,M.G. Road,Evening Peak (5pm-9pm),22524
2023-11-09,M.G. Road,Morning Peak (8am-11am),8278
2023-11-09,M.G. Road,Afternoon (12pm-4pm),5913
2023-11-09,M.G. Road,Evening Peak (5pm-9pm),9461
2023-11-09,M.G. Road,Morning Peak (8am-11am),13235
2023-11-09,M.G. Road,Afternoon (12pm-4pm),9453
2023-11-09,M.G. Road,Evening Peak (5pm-9pm),15126
2023-11-10,M.G. Road,Morning Peak (8am-11am),14278
2023-11-10,M.G. Road,Afternoon (12pm-4pm),10198
2023-11-10,M.G. Road,Evening Peak (5pm-9pm),16318
2023-11-11,M.G. Road,Morning Peak (8am-11am),18301
2023-11-11,M.G. Road,Afternoon (12pm-4pm),13072
2023-11-11,M.G. Road,Evening Peak (5pm-9pm),20916
2023-11-11,M.G. Road,Morning Peak (8am-11am),14128
2023-11-11,M.G. Road,Afternoon (12pm-4pm),10092
2023-11-11,M.G. Road,Evening Peak (5pm-9pm),16147
2023-11-12,M.G. Road,Morning Peak (8am-11am),8840
2023-11-12,M.G. Road,Afternoon (12pm-4pm),6314
2023-11-12,M.G. Road,Evening Peak (5pm-9pm),10103
2023-11-13,M.G. Road,Morning Peak (8am-11am),13023
2023-11-13,M.G. Road,Afternoon (12pm-4pm),9302
2023-11-13,M.G. Road,Evening Peak (5pm-9pm),14884
2023-11-13,M.G. Road,Morning Peak (8am-11am),14167
2023-11-13,M.G. Road,Afternoon (12pm-4pm),10119
2023-11-13,M.G. Road,Evening Peak (5pm-9pm),16191
2023-11-14,M.G. Road,Morning Peak (8am-11am),4558
2023-11-14,M.G. Road,Afternoon (12pm-4pm),3256
2023-11-14,M.G. Road,Evening Peak (5pm-9pm),5209
2023-11-14,M.G. Road,Morning Peak (8am-11am),7765
2023-11-14,M.G. Road,Afternoon (12pm-4pm),5546
2023-11-14,M.G. Road,Evening Peak (5pm-9pm),8874
2023-11-15,M.G. Road,Morning Peak (8am-11am),17205
2023-11-15,M.G. Road,Afternoon (12pm-4pm),12289
2023-11-15,M.G. Road,Evening Peak (5pm-9pm),19663
2023-11-15,M.G. Road,Morning Peak (8am-11am),12753
2023-11-15,M.G. Road,Afternoon (12pm-4pm),9109
2023-11-15,M.G. Road,Evening Peak (5pm-9pm),14575
2023-11-16,M.G. Road,Morning Peak (8am-11am),16990
2023-11-16,M.G. Road,Afternoon (12pm-4pm),12135
2023-11-16,M.G. Road,Evening Peak (5pm-9pm),19417
2023-11-17,M.G. Road,Morning Peak (8am-11am),8941
2023-11-17,M.G. Road,Afternoon (12pm-4pm),6386
2023-11-17,M.G. Road,Evening Peak (5pm-9pm),10218
2023-11-17,M.G. Road,Morning Peak (8am-11am),3926
2023-11-17,M.G. Road,Afternoon (12pm-4pm),2804
2023-11-17,M.G. Road,Evening Peak (5pm-9pm),4487
2023-11-19,M.G. Road,Morning Peak (8am-11am),15213
2023-11-19,M.G. Road,Afternoon (12pm-4pm),10867
2023-11-19,M.G. Road,Evening Peak (5pm-9pm),17387
2023-11-20,M.G. Road,Morning Peak (8am-11am),14317
2023-11-20,M.G. Road,Afternoon (12pm-4pm),10226
2023-11-20,M.G. Road,Evening Peak (5pm-9pm),16362
2023-11-21,M.G. Road,Morning Peak (8am-11am),13622
2023-11-21,M.G. Road,Afternoon (12pm-4pm),9730
2023-11-21,M.G. Road,Evening Peak (5pm-9pm),15568
2023-11-22,M.G. Road,Morning Peak (8am-11am),18049
2023-11-22,M.G. Road,Afternoon (12pm-4pm),12892
2023-11-22,M.G. Road,Evening Peak (5pm-9pm),20628
2023-11-23,M.G. Road,Morning Peak (8am-11am),12920
2023-11-23,M.G. Road,Afternoon (12pm-4pm),9228
2023-11-23,M.G. Road,Evening Peak (5pm-9pm),14766
2023-11-23,M.G. Road,Morning Peak (8am-11am),9621
2023-11-23,M.G. Road,Afternoon (12pm-4pm),6872
2023-11-23,M.G. Road,Evening Peak (5pm-9pm),10996
2023-11-24,M.G. Road,Morning Peak (8am-11am),13938
2023-11-24,M.G. Road,Afternoon (12pm-4pm),9956
2023-11-24,M.G. Road,Evening Peak (5pm-9pm),15929
2023-11-24,M.G. Road,Morning Peak (8am-11am),12653
2023-11-24,M.G. Road,Afternoon (12pm-4pm),9038
2023-11-24,M.G. Road,Evening Peak (5pm-9pm),14460
2023-11-25,M.G. Road,Morning Peak (8am-11am),14167
2023-11-25,M.G. Road,Afternoon (12pm-4pm),10119
2023-11-25,M.G. Road,Evening Peak (5pm-9pm),16191
2023-11-25,M.G. Road,Morning Peak (8am-11am),4635
2023-11-25,M.G. Road,Afternoon (12pm-4pm),3311
2023-11-25,M.G. Road,Evening Peak (5pm-9pm),5297
2023-11-26,M.G. Road,Morning Peak (8am-11am),13141
2023-11-26,M.G. Road,Afternoon (12pm-4pm),9386
2023-11-26,M.G. Road,Evening Peak (5pm-9pm),15018
2023-11-26,M.G. Road,Morning Peak (8am-11am),14529
2023-11-26,M.G. Road,Afternoon (12pm-4pm),10378
2023-11-26,M.G. Road,Evening Peak (5pm-9pm),16604
2023-11-27,M.G. Road,Morning Peak (8am-11am),9635
2023-11-27,M.G. Road,Afternoon (12pm-4pm),6882
2023-11-27,M.G. Road,Evening Peak (5pm-9pm),11011
2023-11-27,M.G. Road,Morning Peak (8am-11am),17288
2023-11-27,M.G. Road,Afternoon (12pm-4pm),12349
2023-11-27,M.G. Road,Evening Peak (5pm-9pm),19758
2023-11-28,M.G. Road,Morning Peak (8am-11am),18772
2023-11-28,M.G. Road,Afternoon (12pm-4pm),13408
2023-11-28,M.G. Road,Evening Peak (5pm-9pm),21454
2023-11-28,M.G. Road,Morning Peak (8am-11am),11571
2023-11-28,M.G. Road,Afternoon (12pm-4pm),8265
2023-11-28,M.G. Road,Evening Peak (5pm-9pm),13224
2023-11-29,M.G. Road,Morning Peak (8am-11am),18869
2023-11-29,M.G. Road,Afternoon (12pm-4pm),13478
2023-11-29,M.G. Road,Evening Peak (5pm-9pm),21565
2023-11-29,M.G. Road,Morning Peak (8am-11am),14759
2023-11-29,M.G. Road,Afternoon (12pm-4pm),10542
2023-11-29,M.G. Road,Evening Peak (5pm-9pm),16868
2023-11-30,M.G. Road,Morning Peak (8am-11am),9396
2023-11-30,M.G. Road,Afternoon (12pm-4pm),6712
2023-11-30,M.G. Road,Evening Peak (5pm-9pm),10739
2023-11-30,M.G. Road,Morning Peak (8am-11am),18384
2023-11-30,M.G. Road,Afternoon (12pm-4pm),13131
2023-11-30,M.G. Road,Evening Peak (5pm-9pm),21010
2023-12-01,M.G. Road,Morning Peak (8am-11am),9971
2023-12-01,M.G. Road,Afternoon (12pm-4pm),7122
2023-12-01,M.G. Road,Evening Peak (5pm-9pm),11396
2023-12-02,M.G. Road,Morning Peak (8am-11am),4922
2023-12-02,M.G. Road,Afternoon (12pm-4pm),3516
2023-12-02,M.G. Road,Evening Peak (5pm-9pm),5626
2023-12-02,M.G. Road,Morning Peak (8am-11am),4566
2023-12-02,M.G. Road,Afternoon (12pm-4pm),3262
2023-12-02,M.G. Road,Evening Peak (5pm-9pm),5219
2023-12-03,M.G. Road,Morning Peak (8am-11am),13527
2023-12-03,M.G. Road,Afternoon (12pm-4pm),9662
2023-12-03,M.G. Road,Evening Peak (5pm-9pm),15460
2023-12-03,M.G. Road,Morning Peak (8am-11am),4294
2023-12-03,M.G. Road,Afternoon (12pm-4pm),3067
2023-12-03,M.G. Road,Evening Peak (5pm-9pm),4908
2023-12-04,M.G. Road,Morning Peak (8am-11am),9701
2023-12-04,M.G. Road,Afternoon (12pm-4pm),6929
2023-12-04,M.G. Road,Evening Peak (5pm-9pm),11087
2023-12-04,M.G. Road,Morning Peak (8am-11am),22186
2023-12-04,M.G. Road,Afternoon (12pm-4pm),15847
